head_noun,head_noun_in_main_clause,clause_verb,filler_gap_dependency,restrictiveness,relativizer,head_noun_in_rc,relative_clause,relative_clause_length,rc_type,structure_pattern,file,sent,sentence_word_count,sentence_verb_count
those,dobj,identify,1,restrictive,who,nsubj,who identify with one Asian origin and identify their race as Asian alone,13,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"Due to data limitations, all other origin groups only include those who identify with one Asian origin and identify their race as Asian alone.",26,4
Those,nsubjpass,say,1,restrictive,who,nsubj,who say they speak only English at home or speak English “ very well ”,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,Those who say they speak only English at home or speak English “very well” are considered proficient in English.,22,4
Those,nsubjpass,speak,1,restrictive,who,nsubj,who speak a language other than English at home and say they speak English less than “ very well ”,20,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,Those who speak a language other than English at home and say they speak English less than “very well” are considered less than proficient.,27,5
those,dobj,identify,1,restrictive,who,nsubj,who identify with an Asian origin alone or in combination with another Asian origin or a non-Asian race or ethnicity,20,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"For Census Bureau tabulations, all Asian origin groups include those who identify with an Asian origin alone or in combination with another Asian origin or a non-Asian race or ethnicity.",32,2
those,dobj,identify,1,restrictive,who,nsubj,who identify with one Asian origin alone or in combination with a non-Asian race or ethnicity,16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,These findings for Asian origin groups include those who identify with one Asian origin alone or in combination with a non-Asian race or ethnicity.,25,2
those,dobj,identify,1,restrictive,who,nsubj,who identify as Asian,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"In this analysis, the overall Asian population includes all those who identify as Asian, including those who also identify as one or more non-Asian races or as Hispanic.",31,4
languages,nsubj,speak,2,restrictive,zero,zero,Asians speak other than English,5,ORC,zero relative,input_texts/completed-websites-f25/pewresearch.txt,"The most common languages Asians speak other than English are Chinese (9%), Filipino or Tagalog (8%), Vietnamese (7%), Korean (5%) and Hindi (4%).",42,2
languages,nsubj,speak,3,restrictive,zero,zero,Asian immigrants speak at home,5,ORC,zero relative,input_texts/completed-websites-f25/pewresearch.txt,Other common languages Asian immigrants speak at home include Chinese (13%) and Filipino or Tagalog (12%).,23,2
people,nsubj,sampled,2,restrictive,who,nsubjpass,who are sampled don ’,5,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/pewresearch.txt,It’s important to note that polls using probability sampling aren’t immune from that problem either because most people who are sampled don’t actually participate.,31,8
companies,nsubj,provide,1,restrictive,that,nsubj,that provide these kinds of samples,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,The companies that provide these kinds of samples all have different ways of recruiting people and deciding who gets selected for any particular survey.,25,6
topics,nsubj,give,5,restrictive,where,advmod,where carefully adjusted opt-in surveys give results that are similar to more traditional probability-based polls,15,Other,NP + Comp + NP2,input_texts/completed-websites-f25/pewresearch.txt,"There are some topics, like presidential approval, where carefully adjusted opt-in surveys give results that are similar to more traditional probability-based polls.",25,4
way,dobj,polling,2,restrictive,which,nsubj,which is polling people online but with probability-based panels,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"And we haven’t even mentioned the third way, which is polling people online but with probability-based panels.",21,5
People,nsubj,received,1,restrictive,who,nsubj,who received our invitation,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"People who received our invitation had the option of completing the survey online, on paper, or by calling a toll-free number and completing the survey by telephone with an interviewer.",33,5
questions,dobj,appeared,2,restrictive,that,nsubj,that previously appeared in the 2007 and 2014 surveys,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,It included all the questions in the 2023-24 RLS that previously appeared in the 2007 and 2014 surveys.,19,2
People,nsubj,identify,1,restrictive,who,nsubj,who identify with all other Christian groups,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"People who identify with all other Christian groups (including the Greek and Russian Orthodox Churches, the Church of Jesus Christ of Latter-day Saints, Jehovah’s Witnesses and many others) total about 3% of U.S. adults.",42,3
those,nsubj,identify,1,restrictive,who,nsubj,"who identify as atheists , agnostics or as “ nothing in particular ” when asked about their religion –",19,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,"Religiously unaffiliated adults – those who identify as atheists, agnostics or as “nothing in particular” when asked about their religion – account for 29% of the population in the new RLS.",36,3
people,nsubj,raised,2,restrictive,who,nsubjpass,who were raised in religious households,6,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/pewresearch.txt,"1 And, compared with older adults, fewer young people who were raised in religious households have remained religious after reaching adulthood.",24,6
information,dobj,provide,2,restrictive,zero,zero,"respondents provide about their denominational identity and use it to group Protestants into one of three major traditions – the evangelical Protestant tradition , mainline Protestant tradition , or the historically Black Protestant tradition",34,ORC,zero relative,input_texts/completed-websites-f25/pewresearch.txt,"Pew Research Center researchers then take the most specific information respondents provide about their denominational identity and use it to group Protestants into one of three major traditions – the evangelical Protestant tradition, mainline Protestant tradition, or the historically Black Protestant tradition.",45,4
Protestants,nsubjpass,identify,2,restrictive,who,nsubj,who do identify with a specific denomination,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,Protestants who do identify with a specific denomination are grouped into one of the three Protestant traditions based exclusively on their denominational affiliation.,24,5
Convention,nsubj,categorizes,4,restrictive,which,dobj,which Pew Research Center categorizes as part of the evangelical Protestant tradition,12,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/pewresearch.txt,The Southern Baptist Convention (SBC) – which Pew Research Center categorizes as part of the evangelical Protestant tradition – remains the nation’s single largest Protestant denomination.,31,3
immigrants,nsubj,born,2,restrictive,who,nsubjpass,who were born in other parts of the Americas,9,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/pewresearch.txt,"Most immigrants to the U.S. who were born in other parts of the Americas are Christian (72%), including 45% who are Catholic.",28,5
people,nsubj,describe,1,restrictive,who,nsubj,who describe their religion as “ nothing in particular ”,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,Roughly three-quarters of atheists (75%) and agnostics (74%) in the new survey are White; fewer people who describe their religion as “nothing in particular” are White (57%).,40,3
people,dobj,attend,1,restrictive,who,nsubj,who attend religious services at least a few times a year,11,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,The survey asked people who attend religious services at least a few times a year about the racial and ethnic makeup of the congregation they attend.,27,3
congregation,dobj,part,7,restrictive,where,advmod,"where they , themselves , are not part of a racial or ethnic majority",14,Other,NP + Comp + NP2,input_texts/completed-websites-f25/pewresearch.txt,"Among people who attend religious services, roughly one-third currently attend a congregation where they, themselves, are not part of a racial or ethnic majority.",28,3
congregation,dobj,weren,5,restrictive,where,advmod,"where they , themselves , weren ’ t in a racial or ethnic majority",14,Other,NP + Comp + NP2,input_texts/completed-websites-f25/pewresearch.txt,"Fewer people (roughly one-fifth of respondents) say they grew up attending a congregation where they, themselves, weren’t in a racial or ethnic majority.",30,3
cohorts,nsubj,religious,5,restrictive,which,pobj,in which men are significantly more religious than women,9,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/pewresearch.txt,"While the gender gap in American religion appears to be narrowing, there are still no birth cohorts in which men are significantly more religious than women.",28,4
People,nsubj,say,1,restrictive,who,nsubj,who say they were raised in religious homes,8,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/pewresearch.txt,People who say they were raised in religious homes are much more likely to be religious as adults.,19,5
People,nsubj,grew,1,restrictive,who,nsubj,who grew up attending religious services regularly ( at least once a month ),14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/pewresearch.txt,People who grew up attending religious services regularly (at least once a month) are more than twice as likely as those who didn’t grow up attending services regularly to say they now attend religious services at least monthly.,43,8
